direction_key,winner,winner_mean,margin,bicleaner_ai_rank,m_prometheus_7b_rank,metricx24_rank,qwen3_14b_rank,qwen3_4b_instruct_2507_rank,qwen3_8b_rank,shaomutan_remedy_9b_22_rank,wmt23_cometkiwi_da_xl_rank,xcomet_xl_rank,bicleaner_ai_mean,m_prometheus_7b_mean,metricx24_mean,qwen3_14b_mean,qwen3_4b_instruct_2507_mean,qwen3_8b_mean,shaomutan_remedy_9b_22_mean,wmt23_cometkiwi_da_xl_mean,xcomet_xl_mean
bak_Cyrl->mya_Mymr,shaomutan_remedy-9b-22,0.897259661,0.094353,9,6,5,4,2,3,1,7,8,0.007708,0.508412,0.7182,0.734793,0.802907,0.767486,0.89726,0.435304,0.240263
bak_Cyrl->nld_Latn,shaomutan_remedy-9b-22,0.894523306,0.014384,9,6,3,4,5,2,1,7,8,0.099475,0.706272,0.86562,0.865515,0.841025,0.880139,0.894523,0.340758,0.253303
bak_Cyrl->nno_Latn,shaomutan_remedy-9b-22,0.879519274,0.028026,9,6,3,5,4,2,1,7,8,0.088272,0.687566,0.802834,0.769915,0.799985,0.851493,0.879519,0.275579,0.24104
bak_Cyrl->nob_Latn,shaomutan_remedy-9b-22,0.906501254,0.049184,9,6,4,5,3,2,1,7,8,0.085431,0.698935,0.806339,0.799353,0.822997,0.857317,0.906501,0.297242,0.250736
bak_Cyrl->npi_Deva,shaomutan_remedy-9b-22,0.854436163,0.041002,9,6,5,4,3,2,1,7,8,0.136232,0.703484,0.744875,0.773081,0.77323,0.813435,0.854436,0.416552,0.269684
bak_Cyrl->nso_Latn,metricx24,0.553517022,0.144532,9,8,1,7,2,4,6,5,3,0.049036,0.103683,0.553517,0.125933,0.408985,0.195739,0.149599,0.1895,0.209896
bak_Cyrl->nus_Latn,qwen3-4b-instruct-2507,0.433205575,0.179469,9,6,2,8,1,5,7,4,3,0.030985,0.130224,0.253736,0.099209,0.433206,0.154669,0.106426,0.168449,0.20965
bak_Cyrl->nya_Latn,metricx24,0.627633306,0.014608,9,8,1,7,3,4,2,6,5,0.075508,0.096565,0.627633,0.140712,0.428935,0.215849,0.613026,0.166024,0.215421
bak_Cyrl->oci_Latn,qwen3-8b,0.805345943,0.011531,9,6,4,5,3,1,2,7,8,0.186879,0.687845,0.734325,0.708357,0.736267,0.805346,0.793815,0.265555,0.221857
bak_Cyrl->ory_Orya,qwen3-4b-instruct-2507,0.870557491,0.01717,9,6,5,4,1,3,2,7,8,0.055518,0.676207,0.690643,0.810453,0.870557,0.839233,0.853387,0.390686,0.251549
bak_Cyrl->pag_Latn,qwen3-4b-instruct-2507,0.459333001,0.000567,9,5,2,3,1,4,8,7,6,0.080779,0.272111,0.458766,0.381588,0.459333,0.37445,0.140098,0.185895,0.20717
bak_Cyrl->pan_Guru,qwen3-4b-instruct-2507,0.87195122,0.019014,9,5,4,3,1,2,8,6,7,0.074128,0.657352,0.747616,0.816207,0.871951,0.852937,0.198123,0.382341,0.252836
bak_Cyrl->pap_Latn,qwen3-4b-instruct-2507,0.690890991,0.016983,9,5,2,4,1,3,8,7,6,0.06944,0.463818,0.673908,0.575042,0.690891,0.660612,0.164684,0.201219,0.213074
bak_Cyrl->pbt_Arab,shaomutan_remedy-9b-22,0.745822442,0.089016,9,8,2,6,3,4,1,5,7,0.063848,0.209378,0.656807,0.313449,0.51222,0.494405,0.745822,0.401017,0.243272
bak_Cyrl->pes_Arab,metricx24,0.832977257,0.015894,9,5,1,4,3,2,6,7,8,0.090703,0.734908,0.832977,0.761877,0.803221,0.817083,0.576429,0.348471,0.267345
bak_Cyrl->plt_Latn,metricx24,0.712017431,0.243242,9,8,1,6,2,5,7,3,4,0.098698,0.132952,0.712017,0.221608,0.468776,0.224216,0.205252,0.233927,0.227625
bak_Cyrl->pol_Latn,shaomutan_remedy-9b-22,0.918799233,0.02761,9,6,5,3,4,2,1,7,8,0.094491,0.732524,0.787219,0.885898,0.85776,0.89119,0.918799,0.294443,0.249599
bak_Cyrl->por_Latn,qwen3-8b,0.892797412,0.006066,9,6,5,3,4,1,2,7,8,0.097466,0.666391,0.812952,0.878676,0.866162,0.892797,0.886731,0.370898,0.264834
bak_Cyrl->prs_Arab,shaomutan_remedy-9b-22,0.837581948,0.045789,9,6,2,5,4,3,1,7,8,0.079275,0.623285,0.791793,0.689154,0.744067,0.760956,0.837582,0.326426,0.25173
bak_Cyrl->quy_Latn,metricx24,0.339511842,0.02549,9,5,1,8,2,6,7,4,3,0.069379,0.130971,0.339512,0.115555,0.314022,0.119209,0.118893,0.138961,0.214501
bak_Cyrl->ron_Latn,shaomutan_remedy-9b-22,0.925921915,0.025852,9,6,5,2,4,3,1,7,8,0.096487,0.732748,0.810898,0.90007,0.876934,0.889791,0.925922,0.310939,0.245716
bak_Cyrl->run_Latn,metricx24,0.598545794,0.074919,7,9,1,8,3,5,2,6,4,0.152422,0.098158,0.598546,0.120692,0.411901,0.182743,0.523627,0.173508,0.215727
bak_Cyrl->rus_Cyrl,shaomutan_remedy-9b-22,0.929191786,0.017246,9,6,5,2,4,3,1,8,7,0.193821,0.765734,0.841157,0.911946,0.882683,0.910433,0.929192,0.322325,0.323922
bak_Cyrl->sag_Latn,qwen3-4b-instruct-2507,0.378745645,0.022243,9,7,2,8,1,6,3,5,4,0.037643,0.090194,0.356502,0.078751,0.378746,0.141827,0.268975,0.190116,0.210947
bak_Cyrl->san_Deva,shaomutan_remedy-9b-22,0.720149128,0.101369,9,8,2,5,3,4,1,6,7,0.074614,0.096466,0.61878,0.378278,0.544072,0.459965,0.720149,0.317027,0.241063
bak_Cyrl->sat_Olck,metricx24,0.584592943,0.180437,9,6,1,7,2,5,4,8,3,0.006658,0.049696,0.584593,0.014415,0.404156,0.102787,0.195292,0.011613,0.201157
bak_Cyrl->scn_Latn,metricx24,0.756862252,0.053124,9,5,1,4,3,2,8,7,6,0.090463,0.611921,0.756862,0.612822,0.668467,0.703738,0.188168,0.197153,0.211779
bak_Cyrl->shn_Mymr,metricx24,0.59681782,0.235583,9,8,1,7,2,4,6,3,5,0.02364,0.093654,0.596818,0.135615,0.361234,0.268198,0.17556,0.283132,0.18937
bak_Cyrl->sin_Sinh,shaomutan_remedy-9b-22,0.879569837,0.077668,9,6,3,5,2,4,1,7,8,0.023912,0.63102,0.781092,0.691005,0.801901,0.726471,0.87957,0.394083,0.246308
bak_Cyrl->slk_Latn,shaomutan_remedy-9b-22,0.921896914,0.045272,9,6,5,2,4,3,1,7,8,0.103518,0.721648,0.775331,0.876625,0.841453,0.869159,0.921897,0.277201,0.249272
bak_Cyrl->slv_Latn,shaomutan_remedy-9b-22,0.894849773,0.02362,9,6,5,4,3,2,1,7,8,0.089436,0.659637,0.82916,0.835933,0.839472,0.871229,0.89485,0.261826,0.241645
bak_Cyrl->smo_Latn,shaomutan_remedy-9b-22,0.689915377,0.023889,8,9,2,7,3,4,1,6,5,0.103982,0.074266,0.666027,0.156202,0.340961,0.229169,0.689915,0.192965,0.207883
bak_Cyrl->sna_Latn,metricx24,0.623744699,0.01815,9,8,1,7,3,5,2,6,4,0.043199,0.102912,0.623745,0.109398,0.37327,0.190065,0.605595,0.144553,0.212901
bak_Cyrl->snd_Arab,shaomutan_remedy-9b-22,0.749358196,0.002061,9,6,4,5,2,3,1,7,8,0.059626,0.620752,0.688005,0.686929,0.747297,0.71121,0.749358,0.371402,0.231279
bak_Cyrl->som_Latn,shaomutan_remedy-9b-22,0.687796344,0.075506,9,8,2,7,3,4,1,6,5,0.026683,0.144116,0.61229,0.158427,0.415376,0.233454,0.687796,0.198781,0.219076
bak_Cyrl->sot_Latn,shaomutan_remedy-9b-22,0.765273251,0.104983,9,8,2,7,3,4,1,6,5,0.047542,0.090194,0.66029,0.165271,0.428561,0.248691,0.765273,0.202109,0.213847
bak_Cyrl->spa_Latn,qwen3-8b,0.899487307,0.003747,9,6,5,3,4,1,2,7,8,0.141566,0.698696,0.817529,0.880722,0.866257,0.899487,0.89574,0.394783,0.272976
bak_Cyrl->srd_Latn,metricx24,0.765088828,0.058265,9,6,1,5,3,4,2,8,7,0.140493,0.311872,0.765089,0.586307,0.665301,0.656242,0.706824,0.193298,0.208329
bak_Cyrl->srp_Cyrl,qwen3-8b,0.856729716,0.001205,9,6,2,4,5,1,3,7,8,0.165944,0.688113,0.855525,0.850269,0.844948,0.85673,0.855465,0.321576,0.266104
bak_Cyrl->ssw_Latn,metricx24,0.542601881,0.149247,9,7,1,8,2,6,3,5,4,0.038444,0.104629,0.542602,0.091548,0.393355,0.170383,0.282983,0.173886,0.219091
bak_Cyrl->sun_Latn,shaomutan_remedy-9b-22,0.792302028,0.03424,9,6,2,5,3,4,1,7,8,0.074212,0.610105,0.758062,0.659507,0.683509,0.671613,0.792302,0.242934,0.231806
bak_Cyrl->swe_Latn,shaomutan_remedy-9b-22,0.91417719,0.03362,9,6,5,3,4,2,1,7,8,0.099594,0.631593,0.825068,0.868676,0.83102,0.880557,0.914177,0.305828,0.257226
bak_Cyrl->swh_Latn,shaomutan_remedy-9b-22,0.843082193,0.125673,9,4,2,6,5,3,1,7,8,0.035099,0.70344,0.717409,0.608532,0.644739,0.716745,0.843082,0.228278,0.225424
bak_Cyrl->szl_Latn,qwen3-8b,0.633688402,0.061971,9,4,5,2,3,1,8,7,6,0.098752,0.550637,0.489094,0.571717,0.568696,0.633688,0.171986,0.205448,0.214827
bak_Cyrl->tam_Taml,shaomutan_remedy-9b-22,0.900706621,0.051005,9,6,4,5,2,3,1,7,8,0.025971,0.596381,0.768379,0.749617,0.849701,0.820523,0.900707,0.364582,0.234902
bak_Cyrl->taq_Latn,qwen3-4b-instruct-2507,0.375983076,0.100748,9,6,2,8,1,5,7,4,3,0.066041,0.118019,0.275235,0.077581,0.375983,0.144216,0.116625,0.153035,0.209049
bak_Cyrl->taq_Tfng,metricx24,0.321493906,0.103007,6,7,1,9,2,4,5,8,3,0.03466,0.028671,0.321494,0,0.218487,0.106187,0.105039,0.015143,0.201389
bak_Cyrl->tat_Cyrl,shaomutan_remedy-9b-22,0.938821093,0.072644,7,3,6,4,5,2,1,8,9,0.299207,0.861344,0.753661,0.760209,0.756536,0.866177,0.938821,0.265659,0.251966
bak_Cyrl->tel_Telu,shaomutan_remedy-9b-22,0.883949325,0.035836,9,6,5,4,2,3,1,7,8,0.032989,0.43002,0.731415,0.73549,0.848113,0.814146,0.883949,0.375514,0.241454
bak_Cyrl->tgk_Cyrl,m-prometheus-7b,0.8134445,0.019234,9,1,4,6,5,3,2,8,7,0.044038,0.813444,0.776742,0.621259,0.693196,0.790811,0.794211,0.128707,0.213005
bak_Cyrl->tgl_Latn,shaomutan_remedy-9b-22,0.884827074,0.068156,9,6,2,5,3,4,1,7,8,0.092917,0.658357,0.816671,0.747362,0.791981,0.786192,0.884827,0.291695,0.230557
bak_Cyrl->tha_Thai,shaomutan_remedy-9b-22,0.901546101,0.044055,9,6,5,2,3,4,1,7,8,0.033806,0.664948,0.778994,0.857491,0.821956,0.820801,0.901546,0.333019,0.276267
bak_Cyrl->tir_Ethi,shaomutan_remedy-9b-22,0.679158901,0.042901,9,8,2,7,3,4,1,6,5,0.023987,0.130015,0.636258,0.198034,0.428915,0.314286,0.679159,0.224523,0.226207
bak_Cyrl->tpi_Latn,metricx24,0.598786477,0.041235,9,5,1,4,3,2,6,8,7,0.061214,0.295436,0.598786,0.505366,0.539532,0.557551,0.209744,0.161738,0.205407
bak_Cyrl->tsn_Latn,shaomutan_remedy-9b-22,0.677582531,0.058365,9,8,2,7,3,6,1,5,4,0.036762,0.08223,0.619218,0.113295,0.397536,0.190274,0.677583,0.204192,0.211674
bak_Cyrl->tso_Latn,metricx24,0.507373788,0.107656,9,8,1,7,3,6,2,5,4,0.055121,0.097631,0.507374,0.107073,0.377178,0.155426,0.399718,0.202238,0.217129
bak_Cyrl->tuk_Latn,shaomutan_remedy-9b-22,0.84603904,0.037089,9,2,4,6,5,3,1,8,7,0.141082,0.80895,0.615662,0.494002,0.58659,0.637476,0.846039,0.199278,0.217275
bak_Cyrl->tum_Latn,metricx24,0.605762609,0.216992,9,8,1,7,2,5,6,4,3,0.039113,0.096565,0.605763,0.106172,0.388771,0.168601,0.132161,0.17568,0.21513
bak_Cyrl->tur_Latn,shaomutan_remedy-9b-22,0.934262897,0.048449,9,6,5,3,4,2,1,7,8,0.191629,0.741404,0.75048,0.83656,0.82896,0.885814,0.934263,0.31593,0.266955
bak_Cyrl->twi_Latn,shaomutan_remedy-9b-22,0.536115391,0.114982,9,8,2,7,3,6,1,5,4,0.061799,0.081409,0.421133,0.130418,0.39563,0.182384,0.536115,0.211418,0.213666
bak_Cyrl->tzm_Tfng,metricx24,0.337355557,0.053702,7,6,1,9,2,4,5,8,3,0.019181,0.071951,0.337356,0,0.283654,0.137237,0.116053,0.012843,0.20269
bak_Cyrl->uig_Arab,shaomutan_remedy-9b-22,0.84613567,0.088077,9,2,5,6,4,3,1,7,8,0.102943,0.758059,0.595982,0.556302,0.652125,0.700811,0.846136,0.410142,0.26418
bak_Cyrl->ukr_Cyrl,shaomutan_remedy-9b-22,0.92464493,0.045934,9,6,5,3,4,2,1,7,8,0.241222,0.733036,0.816001,0.853255,0.831583,0.878711,0.924645,0.333601,0.299194
bak_Cyrl->umb_Latn,qwen3-4b-instruct-2507,0.382050772,0.113925,8,7,2,9,1,5,6,4,3,0.08283,0.087008,0.268125,0.080294,0.382051,0.1411,0.116029,0.162507,0.213273
bak_Cyrl->urd_Arab,shaomutan_remedy-9b-22,0.841756807,0.054763,9,6,4,5,3,2,1,7,8,0.068955,0.663683,0.765081,0.736909,0.765879,0.786994,0.841757,0.369874,0.258196
bak_Cyrl->uzn_Latn,qwen3-8b,0.885953211,0.087596,9,2,4,3,5,1,6,7,8,0.279851,0.798357,0.777408,0.782743,0.774754,0.885953,0.554362,0.348288,0.286024
bak_Cyrl->vec_Latn,qwen3-4b-instruct-2507,0.765724241,0.031707,9,5,4,3,1,2,8,6,7,0.087681,0.52554,0.607726,0.677894,0.765724,0.734017,0.212205,0.225891,0.214766
bak_Cyrl->vie_Latn,shaomutan_remedy-9b-22,0.882330943,0.015741,9,6,5,2,4,3,1,7,8,0.058738,0.617242,0.805306,0.86659,0.821364,0.853335,0.882331,0.304254,0.250779
bak_Cyrl->war_Latn,qwen3-4b-instruct-2507,0.77442011,0.017387,9,5,2,4,1,3,7,8,6,0.063668,0.583753,0.757033,0.646287,0.77442,0.731807,0.208296,0.206744,0.216072
bak_Cyrl->wol_Latn,qwen3-4b-instruct-2507,0.361981085,0.048703,9,7,4,8,1,6,2,5,3,0.070283,0.090966,0.202882,0.075874,0.361981,0.13776,0.313279,0.14309,0.213666
bak_Cyrl->xho_Latn,shaomutan_remedy-9b-22,0.742856041,0.116038,9,8,2,7,3,6,1,4,5,0.035722,0.096814,0.626818,0.14674,0.416222,0.223708,0.742856,0.226122,0.2242
bak_Cyrl->ydd_Hebr,metricx24,0.723018518,0.066926,9,5,1,4,3,2,8,6,7,0.040395,0.404121,0.723019,0.556541,0.630652,0.656093,0.120085,0.287161,0.218489
bak_Cyrl->yor_Latn,shaomutan_remedy-9b-22,0.624468869,0.185139,9,8,2,7,3,4,1,6,5,0.035902,0.094973,0.43933,0.128218,0.396451,0.262524,0.624469,0.15501,0.212654
bak_Cyrl->yue_Hant,qwen3-14b,0.943867596,0.025057,9,5,4,1,2,3,6,7,8,0.016739,0.761872,0.800738,0.943868,0.91881,0.881882,0.7511,0.276706,0.243106
bak_Cyrl->zho_Hans,qwen3-14b,0.955574913,0.037561,9,5,4,1,2,3,6,7,8,0.017248,0.799293,0.820526,0.955575,0.918014,0.916809,0.765908,0.28646,0.247199
bak_Cyrl->zho_Hant,qwen3-14b,0.948337481,0.035684,9,6,5,1,2,3,4,7,8,0.014905,0.762101,0.801257,0.948337,0.912653,0.903614,0.903278,0.276614,0.243328
bak_Cyrl->zsm_Latn,qwen3-8b,0.798894973,0.000883,9,6,2,3,4,1,5,7,8,0.066372,0.574316,0.798011,0.777252,0.728785,0.798895,0.645997,0.278621,0.246304
bak_Cyrl->zul_Latn,shaomutan_remedy-9b-22,0.771126802,0.109546,9,8,2,7,3,4,1,5,6,0.026779,0.121822,0.661581,0.170348,0.430821,0.261473,0.771127,0.22739,0.223357
bam_Latn->ace_Arab,metricx24,0.428453813,0.114775,3,9,1,7,2,6,8,5,4,0.244006,0.076257,0.428454,0.144415,0.313678,0.173315,0.116199,0.197342,0.221977
bam_Latn->ace_Latn,metricx24,0.500333925,0.101812,9,7,1,3,2,4,8,6,5,0.100229,0.188472,0.500334,0.265983,0.398522,0.254704,0.180126,0.217532,0.245
bam_Latn->acm_Arab,qwen3-4b-instruct-2507,0.701249378,0.032812,9,5,4,3,1,2,8,6,7,0.188653,0.534116,0.549423,0.647656,0.701249,0.668437,0.214575,0.300845,0.23686
bam_Latn->acq_Arab,qwen3-4b-instruct-2507,0.710014933,0.038447,9,5,4,3,1,2,8,6,7,0.190104,0.448243,0.557832,0.630727,0.710015,0.671568,0.232914,0.309885,0.23774
bam_Latn->aeb_Arab,qwen3-4b-instruct-2507,0.605500249,0.028352,9,5,4,2,1,3,8,6,7,0.17568,0.454067,0.499238,0.577148,0.6055,0.51657,0.21211,0.241185,0.224469
bam_Latn->afr_Latn,shaomutan_remedy-9b-22,0.716130924,0.001248,9,6,4,5,3,2,1,7,8,0.082458,0.474231,0.628002,0.597262,0.651742,0.714883,0.716131,0.336746,0.248901
bam_Latn->ajp_Arab,qwen3-4b-instruct-2507,0.707745147,0.091936,9,5,4,2,1,3,8,6,7,0.140705,0.48892,0.528844,0.615809,0.707745,0.614116,0.210851,0.28949,0.235983
bam_Latn->aka_Latn,shaomutan_remedy-9b-22,0.578726555,0.201043,9,5,2,7,3,4,1,6,8,0.137756,0.281513,0.377684,0.239184,0.368273,0.31333,0.578727,0.279792,0.200834
bam_Latn->als_Latn,qwen3-8b,0.735126929,0.135694,9,6,4,3,2,1,7,5,8,0.154975,0.299572,0.519134,0.563161,0.599433,0.735127,0.257192,0.328048,0.230009
bam_Latn->amh_Ethi,shaomutan_remedy-9b-22,0.738177041,0.190984,9,7,2,6,3,4,1,5,8,0.074044,0.25882,0.547193,0.321852,0.438243,0.412822,0.738177,0.373676,0.247775
bam_Latn->apc_Arab,qwen3-4b-instruct-2507,0.691428571,0.07009,9,4,5,2,1,3,8,6,7,0.191666,0.549676,0.528317,0.621339,0.691429,0.617108,0.208547,0.284495,0.230679
bam_Latn->arb_Arab,qwen3-4b-instruct-2507,0.735490294,0.024559,9,4,5,3,1,2,7,6,8,0.191709,0.61776,0.590505,0.692862,0.73549,0.710931,0.268069,0.331894,0.242265
bam_Latn->arb_Latn,qwen3-4b-instruct-2507,0.387879542,0.011347,9,5,2,4,1,6,3,7,8,0.061937,0.304171,0.376533,0.330612,0.38788,0.251847,0.332519,0.219345,0.216769
bam_Latn->ars_Arab,qwen3-4b-instruct-2507,0.721996018,0.025082,9,5,4,3,1,2,7,6,8,0.174504,0.474121,0.574607,0.650687,0.721996,0.696914,0.244868,0.326089,0.238436
bam_Latn->ary_Arab,qwen3-4b-instruct-2507,0.586744649,0.042887,9,3,5,2,1,4,7,8,6,0.145235,0.493673,0.480873,0.543858,0.586745,0.490468,0.210632,0.200581,0.215043
bam_Latn->arz_Arab,qwen3-4b-instruct-2507,0.745853659,0.066197,9,3,5,4,1,2,8,6,7,0.181839,0.647765,0.538163,0.632663,0.745854,0.679657,0.217178,0.288422,0.230687
bam_Latn->asm_Beng,shaomutan_remedy-9b-22,0.66671859,0.019954,9,5,6,4,3,2,1,7,8,0.095706,0.559323,0.555195,0.579358,0.633499,0.646765,0.666719,0.336627,0.220036
bam_Latn->ast_Latn,qwen3-4b-instruct-2507,0.687839721,0.013833,9,5,4,3,1,2,6,8,7,0.148102,0.468825,0.496487,0.548462,0.68784,0.674007,0.261299,0.204122,0.220033
bam_Latn->awa_Deva,qwen3-4b-instruct-2507,0.606470881,0.051057,8,5,2,4,1,3,9,6,7,0.216251,0.241692,0.555414,0.4999,0.606471,0.546277,0.141249,0.223729,0.218633
bam_Latn->ayr_Latn,qwen3-4b-instruct-2507,0.320462917,0.076467,5,8,2,9,1,6,7,4,3,0.174848,0.154226,0.243995,0.134555,0.320463,0.16327,0.155622,0.224069,0.231484
bam_Latn->azb_Arab,metricx24,0.455671044,0.135656,9,8,1,3,2,4,7,6,5,0.071678,0.08453,0.455671,0.253161,0.320015,0.22327,0.139022,0.176996,0.218061
bam_Latn->azj_Latn,qwen3-8b,0.702030861,0.100199,9,7,4,3,2,1,6,5,8,0.101772,0.256157,0.457089,0.557795,0.601832,0.702031,0.310616,0.344888,0.223043
bam_Latn->bak_Cyrl,shaomutan_remedy-9b-22,0.72905605,0.071336,9,2,6,4,5,3,1,8,7,0.134217,0.65772,0.457396,0.583509,0.564883,0.620438,0.729056,0.188612,0.214274
bam_Latn->ban_Latn,metricx24,0.54567482,0.058746,9,3,1,5,2,4,8,7,6,0.073392,0.482633,0.545675,0.435057,0.486929,0.448766,0.201404,0.222586,0.235165
bam_Latn->bel_Cyrl,qwen3-8b,0.784868094,0.001887,9,4,6,5,2,1,3,7,8,0.198184,0.735276,0.528223,0.651244,0.782982,0.784868,0.775534,0.327397,0.223923
bam_Latn->bem_Latn,metricx24,0.427621334,0.043012,9,6,1,8,2,3,7,5,4,0.059639,0.21549,0.427621,0.20222,0.384609,0.261588,0.202514,0.224454,0.229033
bam_Latn->ben_Beng,shaomutan_remedy-9b-22,0.720815628,0.018655,9,6,5,4,3,2,1,7,8,0.115108,0.537456,0.610661,0.628815,0.694803,0.70216,0.720816,0.362905,0.240123
bam_Latn->bho_Deva,qwen3-8b,0.56863116,0.018736,9,5,3,4,2,1,8,7,6,0.098972,0.310572,0.536012,0.506585,0.549895,0.568631,0.1461,0.177205,0.210476
bam_Latn->bjn_Arab,metricx24,0.435936043,0.076424,3,8,1,5,2,4,9,7,6,0.306022,0.189497,0.435936,0.23003,0.359512,0.260055,0.12592,0.209582,0.223795
bam_Latn->bjn_Latn,qwen3-4b-instruct-2507,0.51790443,0.012972,9,5,4,3,1,2,8,7,6,0.085959,0.372086,0.451563,0.48883,0.517904,0.504933,0.22187,0.221987,0.234582
bam_Latn->bod_Tibt,metricx24,0.472629693,0.181694,9,8,1,6,4,5,7,2,3,0.030378,0.082419,0.47263,0.1356,0.242832,0.178995,0.121599,0.290936,0.250011
bam_Latn->bos_Latn,shaomutan_remedy-9b-22,0.740818937,0.002656,9,6,4,5,3,2,1,7,8,0.139282,0.439567,0.695836,0.630134,0.707382,0.738163,0.740819,0.343285,0.231664
bam_Latn->bug_Latn,qwen3-4b-instruct-2507,0.39207566,0.039767,8,7,2,6,1,5,9,4,3,0.199558,0.20228,0.352309,0.218965,0.392076,0.231185,0.186588,0.240342,0.243283
bam_Latn->bul_Cyrl,shaomutan_remedy-9b-22,0.802357299,0.020207,9,5,6,4,2,3,1,7,8,0.205184,0.65668,0.578608,0.667272,0.78215,0.76881,0.802357,0.312976,0.244858
bam_Latn->cat_Latn,qwen3-8b,0.775490294,0.026277,8,6,5,4,2,1,3,7,9,0.245003,0.513469,0.593608,0.607536,0.749214,0.77549,0.742988,0.323506,0.232654
bam_Latn->ceb_Latn,qwen3-4b-instruct-2507,0.664011946,0.040443,9,5,3,4,1,2,6,8,7,0.072591,0.449886,0.583668,0.529607,0.664012,0.623569,0.232903,0.209314,0.219611
bam_Latn->ces_Latn,shaomutan_remedy-9b-22,0.760522434,4.00E-05,9,5,6,4,3,2,1,7,8,0.161907,0.625236,0.442525,0.629258,0.730433,0.760483,0.760522,0.31771,0.23193
bam_Latn->cjk_Latn,qwen3-4b-instruct-2507,0.333598805,0.068321,9,8,2,7,1,6,5,3,4,0.052179,0.100607,0.265278,0.120513,0.333599,0.163181,0.185716,0.248902,0.231992
bam_Latn->ckb_Arab,metricx24,0.570946646,0.102624,5,2,1,6,3,4,9,7,8,0.356447,0.468323,0.570947,0.338726,0.439064,0.418113,0.195105,0.226544,0.219576
bam_Latn->crh_Latn,shaomutan_remedy-9b-22,0.560427342,0.06869,9,5,6,4,2,3,1,8,7,0.061033,0.384465,0.300876,0.431364,0.491737,0.484694,0.560427,0.197276,0.211141
bam_Latn->cym_Latn,shaomutan_remedy-9b-22,0.591518282,0.032962,9,5,3,6,2,4,1,7,8,0.180102,0.444803,0.511839,0.411727,0.558556,0.508143,0.591518,0.315887,0.233103
bam_Latn->dan_Latn,qwen3-8b,0.774006969,0.027217,9,6,4,5,3,1,2,7,8,0.168008,0.551558,0.620866,0.595296,0.731862,0.774007,0.74679,0.322706,0.24612
bam_Latn->deu_Latn,shaomutan_remedy-9b-22,0.77478933,0.013908,9,5,3,6,4,2,1,7,8,0.053466,0.662857,0.742811,0.655679,0.726441,0.760881,0.774789,0.342055,0.28383
bam_Latn->dik_Latn,qwen3-4b-instruct-2507,0.346744649,0.117159,9,6,4,8,1,5,7,3,2,0.120703,0.194435,0.207323,0.150114,0.346745,0.201951,0.167073,0.215796,0.229586
bam_Latn->dyu_Latn,qwen3-4b-instruct-2507,0.344176207,0.004515,9,2,3,7,1,6,8,4,5,0.181023,0.339662,0.316945,0.228935,0.344176,0.235167,0.208996,0.294456,0.243421
bam_Latn->dzo_Tibt,metricx24,0.417385437,0.091026,9,8,1,7,5,6,2,3,4,0.012477,0.043006,0.417385,0.111797,0.165157,0.144097,0.32636,0.250627,0.210174
bam_Latn->ell_Grek,shaomutan_remedy-9b-22,0.766077771,0.022593,9,6,5,4,2,3,1,7,8,0.188885,0.571473,0.574338,0.664161,0.743484,0.733564,0.766078,0.346539,0.250911
bam_Latn->eng_Latn,qwen3-4b-instruct-2507,0.836963664,0.017153,9,5,6,3,1,2,4,7,8,0.095726,0.707541,0.610618,0.770941,0.836964,0.819811,0.753467,0.284546,0.253778
bam_Latn->epo_Latn,shaomutan_remedy-9b-22,0.679863969,0.013687,9,8,4,5,2,3,1,6,7,0.132572,0.170732,0.572851,0.44233,0.666177,0.610378,0.679864,0.348066,0.237476
bam_Latn->est_Latn,shaomutan_remedy-9b-22,0.726096334,0.021228,9,5,6,4,3,2,1,7,8,0.128134,0.442892,0.389525,0.560254,0.573001,0.704868,0.726096,0.34505,0.231517
bam_Latn->eus_Latn,shaomutan_remedy-9b-22,0.710924346,0.081731,9,5,3,6,4,2,1,7,8,0.140631,0.519691,0.526062,0.517113,0.524714,0.629194,0.710924,0.347511,0.24837
bam_Latn->ewe_Latn,shaomutan_remedy-9b-22,0.550035792,0.226278,9,8,3,7,2,6,1,4,5,0.103644,0.139154,0.30083,0.168616,0.323758,0.183673,0.550036,0.262632,0.208218
bam_Latn->fao_Latn,shaomutan_remedy-9b-22,0.574761515,0.045374,9,5,6,4,3,2,1,8,7,0.083072,0.462504,0.442339,0.477939,0.489592,0.529388,0.574762,0.204162,0.216229
bam_Latn->fij_Latn,shaomutan_remedy-9b-22,0.685896843,0.232826,9,8,2,6,3,5,1,4,7,0.074725,0.150871,0.453071,0.231324,0.361429,0.27226,0.685897,0.300173,0.223781
bam_Latn->fin_Latn,shaomutan_remedy-9b-22,0.804078361,0.093596,9,6,5,4,3,2,1,7,8,0.15853,0.417287,0.475974,0.564649,0.609019,0.710483,0.804078,0.36983,0.237669
bam_Latn->fon_Latn,qwen3-4b-instruct-2507,0.345027377,0.097094,9,4,5,7,1,3,8,2,6,0.123622,0.198417,0.197998,0.17892,0.345027,0.219716,0.167734,0.247933,0.191317
bam_Latn->fra_Latn,qwen3-8b,0.810189149,0.011087,9,6,5,4,3,1,2,7,8,0.161764,0.593664,0.635907,0.650159,0.774898,0.810189,0.799102,0.30059,0.226477
