language_pair,classification
srd_Latn-ita_Latn,1-4
srd_Latn-kor_Hang,1-4
srd_Latn-nld_Latn,1-4
srd_Latn-pol_Latn,1-4
srd_Latn-por_Latn,1-4
srd_Latn-rus_Cyrl,1-4
srd_Latn-srp_Cyrl,1-4
srd_Latn-srp_Latn,1-4
srd_Latn-swe_Latn,1-4
srd_Latn-tur_Latn,1-4
srd_Latn-vie_Latn,1-4
ssw_Latn-swe_Latn,1-4
ssw_Latn-tur_Latn,1-4
sun_Latn-swe_Latn,1-4
sun_Latn-tur_Latn,1-4
sun_Latn-vie_Latn,1-4
swc_Latn-tur_Latn,1-4
swc_Latn-vie_Latn,1-4
szl_Latn-por_Latn,1-4
szl_Latn-rus_Cyrl,1-4
szl_Latn-tur_Latn,1-4
tat_Cyrl-vie_Latn,1-4
tel_Telu-tur_Latn,1-4
tel_Telu-vie_Latn,1-4
tgk_Cyrl-tur_Latn,1-4
tgk_Cyrl-vie_Latn,1-4
vec_Latn-fin_Latn,1-4
vec_Latn-hin_Deva,1-4
vec_Latn-hrv_Latn,1-4
vec_Latn-hun_Latn,1-4
vec_Latn-ita_Latn,1-4
vec_Latn-kor_Hang,1-4
vec_Latn-nld_Latn,1-4
vec_Latn-pol_Latn,1-4
vec_Latn-por_Latn,1-4
vec_Latn-rus_Cyrl,1-4
vec_Latn-srp_Cyrl,1-4
vec_Latn-swe_Latn,1-4
vec_Latn-tur_Latn,1-4
vec_Latn-vie_Latn,1-4
war_Latn-nld_Latn,1-4
wes_Latn-fin_Latn,1-4
wes_Latn-ita_Latn,1-4
wes_Latn-nld_Latn,1-4
wes_Latn-pol_Latn,1-4
wes_Latn-por_Latn,1-4
wes_Latn-rus_Cyrl,1-4
wes_Latn-swe_Latn,1-4
wes_Latn-tur_Latn,1-4
yue_Hani-kor_Hang,1-4
yue_Hani-nld_Latn,1-4
yue_Hani-pol_Latn,1-4
yue_Hani-por_Latn,1-4
yue_Hani-rus_Cyrl,1-4
yue_Hani-swe_Latn,1-4
yue_Hani-tur_Latn,1-4
abk_Cyrl-deu_Latn,1-5
abk_Cyrl-eng_Latn,1-5
abk_Cyrl-fra_Latn,1-5
abk_Cyrl-spa_Latn,1-5
abk_Cyrl-zho_Hans,1-5
abk_Cyrl-zho_Hant,1-5
ace_Latn-eng_Latn,1-5
aeb_Arab-cmn_Hani,1-5
aeb_Arab-deu_Latn,1-5
aeb_Arab-eng_Latn,1-5
aeb_Arab-fra_Latn,1-5
aeb_Arab-spa_Latn,1-5
aka_Latn-fra_Latn,1-5
apc_Arab-cmn_Hani,1-5
apc_Arab-deu_Latn,1-5
apc_Arab-eng_Latn,1-5
apc_Arab-fra_Latn,1-5
apc_Arab-jpn_Jpan,1-5
apc_Arab-spa_Latn,1-5
apc_Arab-zho_Hans,1-5
apc_Arab-zho_Hant,1-5
arg_Latn-eng_Latn,1-5
arg_Latn-fra_Latn,1-5
arg_Latn-spa_Latn,1-5
arq_Arab-deu_Latn,1-5
arq_Arab-eng_Latn,1-5
arq_Arab-fra_Latn,1-5
arq_Arab-spa_Latn,1-5
ars_Arab-cmn_Hani,1-5
ars_Arab-deu_Latn,1-5
ars_Arab-eng_Latn,1-5
ars_Arab-fra_Latn,1-5
ars_Arab-jpn_Jpan,1-5
ars_Arab-spa_Latn,1-5
ars_Arab-zho_Hans,1-5
ars_Arab-zho_Hant,1-5
ary_Arab-cmn_Hani,1-5
ary_Arab-deu_Latn,1-5
ary_Arab-eng_Latn,1-5
ary_Arab-fra_Latn,1-5
ary_Arab-jpn_Jpan,1-5
ary_Arab-spa_Latn,1-5
ary_Arab-zho_Hans,1-5
ary_Arab-zho_Hant,1-5
asm_Beng-deu_Latn,1-5
asm_Beng-eng_Latn,1-5
asm_Beng-fra_Latn,1-5
asm_Beng-jpn_Jpan,1-5
asm_Beng-spa_Latn,1-5
asm_Beng-zho_Hans,1-5
asm_Beng-zho_Hant,1-5
ast_Latn-cmn_Hani,1-5
ast_Latn-deu_Latn,1-5
ast_Latn-eng_Latn,1-5
ast_Latn-fra_Latn,1-5
ast_Latn-jpn_Jpan,1-5
ast_Latn-spa_Latn,1-5
ast_Latn-zho_Hans,1-5
aym_Latn-eng_Latn,1-5
ayr_Latn-eng_Latn,1-5
ayr_Latn-fra_Latn,1-5
ayr_Latn-spa_Latn,1-5
azb_Arab-eng_Latn,1-5
azb_Arab-fra_Latn,1-5
aze_Arab-eng_Latn,1-5
aze_Latn-deu_Latn,1-5
aze_Latn-eng_Latn,1-5
aze_Latn-fra_Latn,1-5
aze_Latn-jpn_Jpan,1-5
aze_Latn-spa_Latn,1-5
aze_Latn-zho_Hans,1-5
aze_Latn-zho_Hant,1-5
azj_Latn-cmn_Hani,1-5
azj_Latn-deu_Latn,1-5
azj_Latn-eng_Latn,1-5
azj_Latn-fra_Latn,1-5
azj_Latn-jpn_Jpan,1-5
azj_Latn-spa_Latn,1-5
azj_Latn-zho_Hans,1-5
azj_Latn-zho_Hant,1-5
bak_Cyrl-deu_Latn,1-5
bak_Cyrl-eng_Latn,1-5
bak_Cyrl-fra_Latn,1-5
bak_Cyrl-spa_Latn,1-5
bak_Cyrl-zho_Hans,1-5
bak_Cyrl-zho_Hant,1-5
bam_Latn-eng_Latn,1-5
bam_Latn-fra_Latn,1-5
bar_Latn-deu_Latn,1-5
bar_Latn-eng_Latn,1-5
bar_Latn-fra_Latn,1-5
bar_Latn-spa_Latn,1-5
bcl_Latn-eng_Latn,1-5
bem_Latn-eng_Latn,1-5
bem_Latn-fra_Latn,1-5
bho_Deva-eng_Latn,1-5
bjn_Latn-eng_Latn,1-5
bod_Tibt-eng_Latn,1-5
bre_Latn-deu_Latn,1-5
bre_Latn-eng_Latn,1-5
bre_Latn-fra_Latn,1-5
bre_Latn-jpn_Jpan,1-5
bre_Latn-spa_Latn,1-5
bre_Latn-zho_Hans,1-5
bre_Latn-zho_Hant,1-5
bug_Latn-eng_Latn,1-5
cbk_Latn-fra_Latn,1-5
chv_Cyrl-eng_Latn,1-5
ckb_Arab-cmn_Hani,1-5
ckb_Arab-eng_Latn,1-5
ckb_Arab-spa_Latn,1-5
crh_Cyrl-eng_Latn,1-5
crh_Latn-eng_Latn,1-5
cym_Latn-cmn_Hani,1-5
cym_Latn-deu_Latn,1-5
cym_Latn-eng_Latn,1-5
cym_Latn-fra_Latn,1-5
cym_Latn-jpn_Jpan,1-5
cym_Latn-spa_Latn,1-5
cym_Latn-zho_Hans,1-5
cym_Latn-zho_Hant,1-5
dik_Latn-eng_Latn,1-5
dik_Latn-fra_Latn,1-5
diq_Latn-eng_Latn,1-5
dzo_Tibt-eng_Latn,1-5
epo_Latn-cmn_Hani,1-5
epo_Latn-deu_Latn,1-5
epo_Latn-eng_Latn,1-5
epo_Latn-fra_Latn,1-5
epo_Latn-jpn_Jpan,1-5
epo_Latn-spa_Latn,1-5
epo_Latn-zho_Hans,1-5
epo_Latn-zho_Hant,1-5
ewe_Latn-fra_Latn,1-5
fao_Latn-fra_Latn,1-5
fao_Latn-jpn_Jpan,1-5
fao_Latn-zho_Hans,1-5
fry_Latn-jpn_Jpan,1-5
fry_Latn-zho_Hans,1-5
ful_Latn-fra_Latn,1-5
ful_Latn-jpn_Jpan,1-5
ful_Latn-zho_Hans,1-5
ful_Latn-zho_Hant,1-5
fur_Latn-deu_Latn,1-5
fur_Latn-eng_Latn,1-5
fur_Latn-fra_Latn,1-5
fur_Latn-jpn_Jpan,1-5
fur_Latn-spa_Latn,1-5
fur_Latn-zho_Hans,1-5
fur_Latn-zho_Hant,1-5
gla_Latn-jpn_Jpan,1-5
gla_Latn-zho_Hans,1-5
grc_Grek-eng_Latn,1-5
grc_Grek-fra_Latn,1-5
grc_Grek-spa_Latn,1-5
gsw_Latn-eng_Latn,1-5
gsw_Latn-fra_Latn,1-5
gsw_Latn-jpn_Jpan,1-5
gsw_Latn-spa_Latn,1-5
gsw_Latn-zho_Hans,1-5
guj_Gujr-cmn_Hani,1-5
guj_Gujr-jpn_Jpan,1-5
guj_Gujr-zho_Hans,1-5
guj_Gujr-zho_Hant,1-5
hbs_Latn-zho_Hans,1-5
hne_Deva-jpn_Jpan,1-5
hne_Deva-zho_Hans,1-5
hne_Deva-zho_Hant,1-5
hye_Armn-cmn_Hani,1-5
hye_Armn-jpn_Jpan,1-5
hye_Armn-zho_Hans,1-5
hye_Armn-zho_Hant,1-5
ibo_Latn-jpn_Jpan,1-5
ibo_Latn-zho_Hans,1-5
ibo_Latn-zho_Hant,1-5
ilo_Latn-fra_Latn,1-5
ilo_Latn-jpn_Jpan,1-5
ilo_Latn-spa_Latn,1-5
ilo_Latn-zho_Hans,1-5
ina_Latn-fra_Latn,1-5
jam_Latn-fra_Latn,1-5
jam_Latn-spa_Latn,1-5
jav_Latn-cmn_Hani,1-5
jav_Latn-zho_Hans,1-5
jav_Latn-zho_Hant,1-5
kab_Latn-cmn_Hani,1-5
kab_Latn-deu_Latn,1-5
kab_Latn-eng_Latn,1-5
kab_Latn-fra_Latn,1-5
kab_Latn-spa_Latn,1-5
kab_Latn-zho_Hans,1-5
kab_Latn-zho_Hant,1-5
kan_Knda-cmn_Hani,1-5
kan_Knda-zho_Hans,1-5
kan_Knda-zho_Hant,1-5
khk_Cyrl-cmn_Hani,1-5
khk_Cyrl-zho_Hans,1-5
khk_Cyrl-zho_Hant,1-5
khm_Khmr-cmn_Hani,1-5
khm_Khmr-zho_Hans,1-5
khm_Khmr-zho_Hant,1-5
kin_Latn-eng_Latn,1-5
kin_Latn-fra_Latn,1-5
kin_Latn-jpn_Jpan,1-5
kin_Latn-spa_Latn,1-5
kin_Latn-zho_Hans,1-5
kir_Cyrl-zho_Hans,1-5
kir_Cyrl-zho_Hant,1-5
kmr_Latn-zho_Hans,1-5
kmr_Latn-zho_Hant,1-5
lad_Latn-fra_Latn,1-5
lim_Latn-eng_Latn,1-5
lim_Latn-fra_Latn,1-5
lim_Latn-jpn_Jpan,1-5
lim_Latn-spa_Latn,1-5
lim_Latn-zho_Hans,1-5
lim_Latn-zho_Hant,1-5
lin_Latn-zho_Hans,1-5
lin_Latn-zho_Hant,1-5
ltz_Latn-cmn_Hani,1-5
ltz_Latn-eng_Latn,1-5
ltz_Latn-fra_Latn,1-5
ltz_Latn-spa_Latn,1-5
ltz_Latn-zho_Hans,1-5
lug_Latn-zho_Hans,1-5
lzh_Hani-zho_Hans,1-5
lzh_Hani-zho_Hant,1-5
mal_Mlym-cmn_Hani,1-5
mal_Mlym-zho_Hans,1-5
mal_Mlym-zho_Hant,1-5
mhr_Cyrl-deu_Latn,1-5
mhr_Cyrl-eng_Latn,1-5
mhr_Cyrl-fra_Latn,1-5
mhr_Cyrl-spa_Latn,1-5
mhr_Cyrl-zho_Hant,1-5
mkd_Cyrl-cmn_Hani,1-5
mkd_Cyrl-deu_Latn,1-5
mkd_Cyrl-eng_Latn,1-5
mkd_Cyrl-fra_Latn,1-5
mkd_Cyrl-spa_Latn,1-5
mkd_Cyrl-zho_Hans,1-5
mkd_Cyrl-zho_Hant,1-5
mlg_Latn-cmn_Hani,1-5
mlg_Latn-zho_Hans,1-5
mlg_Latn-zho_Hant,1-5
mon_Cyrl-zho_Hans,1-5
mon_Cyrl-zho_Hant,1-5
mri_Latn-cmn_Hani,1-5
mri_Latn-zho_Hans,1-5
mri_Latn-zho_Hant,1-5
mya_Mymr-cmn_Hani,1-5
mya_Mymr-zho_Hans,1-5
mya_Mymr-zho_Hant,1-5
nep_Deva-cmn_Hani,1-5
nep_Deva-zho_Hans,1-5
nep_Deva-zho_Hant,1-5
nno_Latn-cmn_Hani,1-5
nno_Latn-deu_Latn,1-5
nno_Latn-eng_Latn,1-5
nno_Latn-fra_Latn,1-5
nno_Latn-jpn_Jpan,1-5
nno_Latn-spa_Latn,1-5
nno_Latn-zho_Hans,1-5
nno_Latn-zho_Hant,1-5
nob_Latn-cmn_Hani,1-5
nob_Latn-deu_Latn,1-5
nob_Latn-eng_Latn,1-5
nob_Latn-fra_Latn,1-5
nob_Latn-jpn_Jpan,1-5
nob_Latn-spa_Latn,1-5
nob_Latn-zho_Hans,1-5
nob_Latn-zho_Hant,1-5
nor_Latn-cmn_Hani,1-5
nor_Latn-eng_Latn,1-5
nor_Latn-zho_Hans,1-5
nor_Latn-zho_Hant,1-5
npi_Deva-cmn_Hani,1-5
npi_Deva-zho_Hans,1-5
nya_Latn-zho_Hans,1-5
nya_Latn-zho_Hant,1-5
oci_Latn-eng_Latn,1-5
oci_Latn-fra_Latn,1-5
oci_Latn-spa_Latn,1-5
oci_Latn-zho_Hans,1-5
orv_Cyrl-eng_Latn,1-5
pap_Latn-eng_Latn,1-5
pap_Latn-fra_Latn,1-5
pap_Latn-jpn_Jpan,1-5
pap_Latn-spa_Latn,1-5
pap_Latn-zho_Hans,1-5
plt_Latn-cmn_Hani,1-5
plt_Latn-zho_Hans,1-5
pus_Arab-zho_Hans,1-5
pus_Arab-zho_Hant,1-5
que_Latn-spa_Latn,1-5
quy_Latn-fra_Latn,1-5
quy_Latn-spa_Latn,1-5
quz_Latn-spa_Latn,1-5
scn_Latn-jpn_Jpan,1-5
scn_Latn-zho_Hans,1-5
sco_Latn-fra_Latn,1-5
sco_Latn-jpn_Jpan,1-5
sco_Latn-spa_Latn,1-5
sdh_Arab-eng_Latn,1-5
sin_Sinh-cmn_Hani,1-5
sin_Sinh-zho_Hans,1-5
sin_Sinh-zho_Hant,1-5
sna_Latn-cmn_Hani,1-5
sna_Latn-zho_Hans,1-5
sna_Latn-zho_Hant,1-5
snd_Arab-zho_Hans,1-5
som_Latn-cmn_Hani,1-5
som_Latn-zho_Hans,1-5
som_Latn-zho_Hant,1-5
sqi_Latn-cmn_Hani,1-5
sqi_Latn-zho_Hans,1-5
sqi_Latn-zho_Hant,1-5
srd_Latn-cmn_Hani,1-5
srd_Latn-deu_Latn,1-5
srd_Latn-eng_Latn,1-5
srd_Latn-fra_Latn,1-5
srd_Latn-jpn_Jpan,1-5
srd_Latn-spa_Latn,1-5
srd_Latn-zho_Hans,1-5
srd_Latn-zho_Hant,1-5
ssw_Latn-zho_Hans,1-5
sun_Latn-cmn_Hani,1-5
sun_Latn-zho_Hans,1-5
sun_Latn-zho_Hant,1-5
swc_Latn-cmn_Hani,1-5
swc_Latn-zho_Hans,1-5
tat_Latn-eng_Latn,1-5
tel_Telu-cmn_Hani,1-5
tel_Telu-zho_Hans,1-5
tel_Telu-zho_Hant,1-5
tgk_Cyrl-cmn_Hani,1-5
tgk_Cyrl-zho_Hans,1-5
tgk_Cyrl-zho_Hant,1-5
twi_Latn-fra_Latn,1-5
uig_Cyrl-eng_Latn,1-5
vec_Latn-eng_Latn,1-5
vec_Latn-fra_Latn,1-5
vec_Latn-jpn_Jpan,1-5
vec_Latn-spa_Latn,1-5
vec_Latn-zho_Hans,1-5
vec_Latn-zho_Hant,1-5
war_Latn-fra_Latn,1-5
war_Latn-spa_Latn,1-5
wes_Latn-fra_Latn,1-5
wes_Latn-spa_Latn,1-5
yao_Latn-eng_Latn,1-5
yid_Hebr-zho_Hans,1-5
yue_Hani-zho_Hans,1-5
yue_Hani-zho_Hant,1-5
amh_Ethi-fuv_Latn,2-0
gle_Latn-nds_Latn,2-0
hau_Latn-und_Kana,2-0
isl_Latn-nds_Latn,2-0
isl_Latn-und_Kana,2-0
mar_Deva-nds_Latn,2-0
mar_Deva-ory_Orya,2-0
als_Latn-sun_Latn,2-1
als_Latn-tel_Telu,2-1
als_Latn-tgk_Cyrl,2-1
als_Latn-yue_Hani,2-1
amh_Ethi-aze_Latn,2-1
amh_Ethi-azj_Latn,2-1
amh_Ethi-cym_Latn,2-1
amh_Ethi-epo_Latn,2-1
amh_Ethi-ewe_Latn,2-1
amh_Ethi-ful_Latn,2-1
amh_Ethi-guj_Gujr,2-1
amh_Ethi-hye_Armn,2-1
amh_Ethi-ibo_Latn,2-1
amh_Ethi-jav_Latn,2-1
amh_Ethi-kan_Knda,2-1
amh_Ethi-khk_Cyrl,2-1
amh_Ethi-khm_Khmr,2-1
amh_Ethi-kin_Latn,2-1
amh_Ethi-kir_Cyrl,2-1
amh_Ethi-kmr_Latn,2-1
amh_Ethi-lin_Latn,2-1
amh_Ethi-lua_Latn,2-1
amh_Ethi-lug_Latn,2-1
amh_Ethi-luo_Latn,2-1
amh_Ethi-mal_Mlym,2-1
amh_Ethi-mkd_Cyrl,2-1
amh_Ethi-mlg_Latn,2-1
amh_Ethi-mon_Cyrl,2-1
amh_Ethi-mri_Latn,2-1
amh_Ethi-mya_Mymr,2-1
amh_Ethi-nep_Deva,2-1
amh_Ethi-nno_Latn,2-1
amh_Ethi-nob_Latn,2-1
amh_Ethi-nor_Latn,2-1
amh_Ethi-npi_Deva,2-1
amh_Ethi-nso_Latn,2-1
amh_Ethi-nya_Latn,2-1
amh_Ethi-pbt_Arab,2-1
amh_Ethi-plt_Latn,2-1
amh_Ethi-pus_Arab,2-1
amh_Ethi-run_Latn,2-1
amh_Ethi-sin_Sinh,2-1
amh_Ethi-sna_Latn,2-1
amh_Ethi-som_Latn,2-1
amh_Ethi-sot_Latn,2-1
amh_Ethi-sqi_Latn,2-1
amh_Ethi-srd_Latn,2-1
amh_Ethi-sun_Latn,2-1
amh_Ethi-swc_Latn,2-1
amh_Ethi-tel_Telu,2-1
amh_Ethi-tgk_Cyrl,2-1
amh_Ethi-tso_Latn,2-1
amh_Ethi-tum_Latn,2-1
amh_Ethi-twi_Latn,2-1
amh_Ethi-yue_Hani,2-1
gle_Latn-guj_Gujr,2-1
gle_Latn-hbs_Latn,2-1
gle_Latn-hne_Deva,2-1
gle_Latn-kan_Knda,2-1
gle_Latn-mal_Mlym,2-1
gle_Latn-mkd_Cyrl,2-1
gle_Latn-nep_Deva,2-1
gle_Latn-nno_Latn,2-1
gle_Latn-nob_Latn,2-1
gle_Latn-nor_Latn,2-1
gle_Latn-oci_Latn,2-1
gle_Latn-sin_Sinh,2-1
gle_Latn-sqi_Latn,2-1
gle_Latn-tel_Telu,2-1
hat_Latn-hye_Armn,2-1
hat_Latn-ibo_Latn,2-1
hat_Latn-jav_Latn,2-1
hat_Latn-kan_Knda,2-1
hat_Latn-khk_Cyrl,2-1
hat_Latn-khm_Khmr,2-1
hat_Latn-kir_Cyrl,2-1
hat_Latn-mal_Mlym,2-1
hat_Latn-mkd_Cyrl,2-1
hat_Latn-mlg_Latn,2-1
hat_Latn-mon_Cyrl,2-1
hat_Latn-mri_Latn,2-1
hat_Latn-mya_Mymr,2-1
hat_Latn-nep_Deva,2-1
hat_Latn-nob_Latn,2-1
hat_Latn-nor_Latn,2-1
hat_Latn-npi_Deva,2-1
hat_Latn-nya_Latn,2-1
hat_Latn-plt_Latn,2-1
hat_Latn-sin_Sinh,2-1
hat_Latn-som_Latn,2-1
hat_Latn-sqi_Latn,2-1
hat_Latn-srd_Latn,2-1
hat_Latn-sun_Latn,2-1
hat_Latn-tel_Telu,2-1
hat_Latn-tgk_Cyrl,2-1
hat_Latn-yue_Hani,2-1
hau_Latn-hye_Armn,2-1
hau_Latn-ibo_Latn,2-1
hau_Latn-jav_Latn,2-1
hau_Latn-khm_Khmr,2-1
hau_Latn-kik_Latn,2-1
hau_Latn-kin_Latn,2-1
hau_Latn-lin_Latn,2-1
hau_Latn-ltz_Latn,2-1
hau_Latn-lua_Latn,2-1
hau_Latn-lug_Latn,2-1
hau_Latn-luo_Latn,2-1
hau_Latn-lzh_Hani,2-1
hau_Latn-mal_Mlym,2-1
hau_Latn-mkd_Cyrl,2-1
hau_Latn-mlg_Latn,2-1
hau_Latn-mon_Cyrl,2-1
hau_Latn-mya_Mymr,2-1
hau_Latn-nep_Deva,2-1
hau_Latn-nob_Latn,2-1
hau_Latn-nor_Latn,2-1
hau_Latn-nso_Latn,2-1
hau_Latn-nya_Latn,2-1
hau_Latn-oci_Latn,2-1
hau_Latn-run_Latn,2-1
hau_Latn-sin_Sinh,2-1
hau_Latn-sna_Latn,2-1
hau_Latn-snd_Arab,2-1
hau_Latn-som_Latn,2-1
hau_Latn-sot_Latn,2-1
hau_Latn-sqi_Latn,2-1
hau_Latn-srd_Latn,2-1
hau_Latn-sun_Latn,2-1
hau_Latn-swc_Latn,2-1
hau_Latn-tel_Telu,2-1
hau_Latn-tgk_Cyrl,2-1
hau_Latn-tso_Latn,2-1
hau_Latn-tum_Latn,2-1
hau_Latn-twi_Latn,2-1
hau_Latn-yue_Hani,2-1
isl_Latn-fur_Latn,2-1
isl_Latn-hbs_Latn,2-1
isl_Latn-jav_Latn,2-1
isl_Latn-kan_Knda,2-1
isl_Latn-khk_Cyrl,2-1
isl_Latn-khm_Khmr,2-1
isl_Latn-kir_Cyrl,2-1
isl_Latn-kmr_Latn,2-1
isl_Latn-lim_Latn,2-1
isl_Latn-ltz_Latn,2-1
isl_Latn-lzh_Hani,2-1
isl_Latn-mal_Mlym,2-1
isl_Latn-mkd_Cyrl,2-1
isl_Latn-mlg_Latn,2-1
isl_Latn-mon_Cyrl,2-1
isl_Latn-mri_Latn,2-1
isl_Latn-mya_Mymr,2-1
isl_Latn-nep_Deva,2-1
isl_Latn-nno_Latn,2-1
isl_Latn-nob_Latn,2-1
isl_Latn-nor_Latn,2-1
isl_Latn-npi_Deva,2-1
isl_Latn-nya_Latn,2-1
isl_Latn-oci_Latn,2-1
isl_Latn-pbt_Arab,2-1
isl_Latn-plt_Latn,2-1
isl_Latn-pus_Arab,2-1
isl_Latn-sin_Sinh,2-1
isl_Latn-sna_Latn,2-1
isl_Latn-snd_Arab,2-1
isl_Latn-som_Latn,2-1
isl_Latn-sqi_Latn,2-1
isl_Latn-srd_Latn,2-1
isl_Latn-sun_Latn,2-1
isl_Latn-tel_Telu,2-1
isl_Latn-tgk_Cyrl,2-1
isl_Latn-wln_Latn,2-1
isl_Latn-yue_Hani,2-1
lao_Laoo-mal_Mlym,2-1
lao_Laoo-mkd_Cyrl,2-1
lao_Laoo-mya_Mymr,2-1
lao_Laoo-nor_Latn,2-1
lao_Laoo-sin_Sinh,2-1
lao_Laoo-tel_Telu,2-1
mar_Deva-hbs_Latn,2-1
mar_Deva-lzh_Hani,2-1
mar_Deva-mya_Mymr,2-1
mar_Deva-nep_Deva,2-1
mar_Deva-nno_Latn,2-1
mar_Deva-nob_Latn,2-1
mar_Deva-nor_Latn,2-1
mar_Deva-npi_Deva,2-1
mar_Deva-nya_Latn,2-1
mar_Deva-oci_Latn,2-1
mar_Deva-pbt_Arab,2-1
mar_Deva-pus_Arab,2-1
mar_Deva-sin_Sinh,2-1
mar_Deva-sna_Latn,2-1
mar_Deva-snd_Arab,2-1
mar_Deva-som_Latn,2-1
mar_Deva-sqi_Latn,2-1
mar_Deva-srd_Latn,2-1
mar_Deva-sun_Latn,2-1
mar_Deva-tel_Telu,2-1
mar_Deva-tgk_Cyrl,2-1
mar_Deva-wln_Latn,2-1
mar_Deva-yue_Hani,2-1
mlt_Latn-hbs_Latn,2-1
mlt_Latn-nob_Latn,2-1
mlt_Latn-nor_Latn,2-1
pan_Guru-pus_Arab,2-1
pan_Guru-sin_Sinh,2-1
pan_Guru-snd_Arab,2-1
pan_Guru-sqi_Latn,2-1
pan_Guru-tel_Telu,2-1
pan_Guru-tgk_Cyrl,2-1
pan_Guru-wln_Latn,2-1
san_Deva-sin_Sinh,2-1
san_Deva-snd_Arab,2-1
san_Deva-tel_Telu,2-1
swa_Latn-lzh_Hani,2-1
swa_Latn-tel_Telu,2-1
swa_Latn-tgk_Cyrl,2-1
swa_Latn-tso_Latn,2-1
swa_Latn-tum_Latn,2-1
swa_Latn-twi_Latn,2-1
swa_Latn-yue_Hani,2-1
swh_Latn-tel_Telu,2-1
swh_Latn-tgk_Cyrl,2-1
swh_Latn-tso_Latn,2-1
swh_Latn-tum_Latn,2-1
swh_Latn-twi_Latn,2-1
tir_Ethi-tso_Latn,2-1
tir_Ethi-tum_Latn,2-1
tir_Ethi-twi_Latn,2-1
tsn_Latn-tso_Latn,2-1
tsn_Latn-tum_Latn,2-1
tsn_Latn-twi_Latn,2-1
xho_Latn-lzh_Hani,2-1
xho_Latn-yue_Hani,2-1
als_Latn-swa_Latn,2-2
als_Latn-swh_Latn,2-2
als_Latn-xho_Latn,2-2
als_Latn-yor_Latn,2-2
amh_Ethi-als_Latn,2-2
amh_Ethi-hat_Latn,2-2
amh_Ethi-hau_Latn,2-2
amh_Ethi-isl_Latn,2-2
amh_Ethi-lao_Laoo,2-2
amh_Ethi-mar_Deva,2-2
amh_Ethi-pan_Guru,2-2
amh_Ethi-swa_Latn,2-2
amh_Ethi-swh_Latn,2-2
amh_Ethi-tir_Ethi,2-2
amh_Ethi-tsn_Latn,2-2
amh_Ethi-xho_Latn,2-2
amh_Ethi-yor_Latn,2-2
amh_Ethi-zul_Latn,2-2
gle_Latn-als_Latn,2-2
gle_Latn-hau_Latn,2-2
gle_Latn-isl_Latn,2-2
gle_Latn-mar_Deva,2-2
gle_Latn-mlt_Latn,2-2
gle_Latn-swa_Latn,2-2
gle_Latn-swh_Latn,2-2
gle_Latn-xho_Latn,2-2
hat_Latn-als_Latn,2-2
hat_Latn-isl_Latn,2-2
hat_Latn-mar_Deva,2-2
hat_Latn-swa_Latn,2-2
hat_Latn-swh_Latn,2-2
hat_Latn-xho_Latn,2-2
hat_Latn-yor_Latn,2-2
hat_Latn-zul_Latn,2-2
hau_Latn-als_Latn,2-2
hau_Latn-hat_Latn,2-2
hau_Latn-isl_Latn,2-2
hau_Latn-mar_Deva,2-2
hau_Latn-swa_Latn,2-2
hau_Latn-swh_Latn,2-2
hau_Latn-tir_Ethi,2-2
hau_Latn-tsn_Latn,2-2
hau_Latn-xho_Latn,2-2
hau_Latn-yor_Latn,2-2
hau_Latn-zul_Latn,2-2
isl_Latn-als_Latn,2-2
isl_Latn-lao_Laoo,2-2
isl_Latn-mar_Deva,2-2
isl_Latn-mlt_Latn,2-2
isl_Latn-pan_Guru,2-2
isl_Latn-swa_Latn,2-2
isl_Latn-swh_Latn,2-2
isl_Latn-xho_Latn,2-2
isl_Latn-yor_Latn,2-2
isl_Latn-zul_Latn,2-2
lao_Laoo-mar_Deva,2-2
mar_Deva-als_Latn,2-2
mar_Deva-pan_Guru,2-2
mar_Deva-san_Deva,2-2
mar_Deva-swa_Latn,2-2
mar_Deva-swh_Latn,2-2
mar_Deva-xho_Latn,2-2
mar_Deva-yor_Latn,2-2
mar_Deva-zul_Latn,2-2
mlt_Latn-als_Latn,2-2
mlt_Latn-swh_Latn,2-2
pan_Guru-als_Latn,2-2
pan_Guru-san_Deva,2-2
pan_Guru-swa_Latn,2-2
pan_Guru-xho_Latn,2-2
swa_Latn-tir_Ethi,2-2
swa_Latn-tsn_Latn,2-2
swa_Latn-xho_Latn,2-2
swa_Latn-yor_Latn,2-2
swa_Latn-zul_Latn,2-2
swh_Latn-tir_Ethi,2-2
swh_Latn-tsn_Latn,2-2
swh_Latn-xho_Latn,2-2
swh_Latn-yor_Latn,2-2
swh_Latn-zul_Latn,2-2
tir_Ethi-tsn_Latn,2-2
tir_Ethi-xho_Latn,2-2
tir_Ethi-yor_Latn,2-2
tir_Ethi-zul_Latn,2-2
tsn_Latn-xho_Latn,2-2
tsn_Latn-yor_Latn,2-2
tsn_Latn-zul_Latn,2-2
xho_Latn-yor_Latn,2-2
xho_Latn-zul_Latn,2-2
yor_Latn-zul_Latn,2-2
acm_Arab-bul_Cyrl,2-3
acm_Arab-dan_Latn,2-3
acm_Arab-ell_Grek,2-3
acm_Arab-heb_Hebr,2-3
acm_Arab-ind_Latn,2-3
acm_Arab-ron_Latn,2-3
acm_Arab-slv_Latn,2-3
als_Latn-fil_Latn,2-3
als_Latn-tam_Taml,2-3
